assembly_accession	species	subsp	strain
GCF_004009235.1	Bordetella pertussis		H813
GCF_004009255.1	Bordetella pertussis		D322
GCF_004009275.1	Bordetella pertussis		E153
GCF_004009295.1	Bordetella pertussis		H811
GCF_004009315.1	Bordetella pertussis		H778
GCF_004009335.1	Bordetella pertussis		H902
GCF_004009355.1	Bordetella pertussis		H709
GCF_004009375.1	Bordetella pertussis		H677
GCF_004009395.1	Bordetella pertussis		C756
GCF_004009415.1	Bordetella pertussis		H541
GCF_004009435.1	Bordetella pertussis		I462
GCF_004009455.1	Bordetella pertussis		I323
GCF_004009475.1	Bordetella pertussis		J184
GCF_004009495.1	Bordetella pertussis		I945
GCF_004009515.1	Bordetella pertussis		G102
GCF_004009535.1	Bordetella pertussis		I892
GCF_004009555.1	Bordetella pertussis		E087
GCF_004009575.1	Bordetella pertussis		I859
GCF_004009595.1	Bordetella pertussis		E191
GCF_004009635.1	Bordetella pertussis		D869
GCF_004009655.1	Bordetella pertussis		H624
GCF_004009675.1	Bordetella pertussis		F569
GCF_004009695.1	Bordetella pertussis		I705
GCF_004009715.1	Bordetella pertussis		J139
GCF_004009735.1	Bordetella pertussis		I955
GCF_004009775.1	Bordetella pertussis		I420
GCF_004009795.1	Bordetella pertussis		D665
GCF_004009815.1	Bordetella pertussis		D236
GCF_004634585.1	Bordetella pertussis		J366
GCF_004634605.1	Bordetella pertussis		J364
GCF_004634625.1	Bordetella pertussis		J363
GCF_004634645.1	Bordetella pertussis		J360
GCF_004634665.1	Bordetella pertussis		J359
GCF_004634685.1	Bordetella pertussis		J354
GCF_004634705.1	Bordetella pertussis		J336
GCF_004634725.1	Bordetella pertussis		J334
GCF_004634745.1	Bordetella pertussis		J330
GCF_004634765.1	Bordetella pertussis		J322
GCF_004634785.1	Bordetella pertussis		J275
GCF_004634805.1	Bordetella pertussis		J272
GCF_004634825.1	Bordetella pertussis		J270
GCF_004634845.1	Bordetella pertussis		J393
GCF_004634865.1	Bordetella pertussis		J357
GCF_004634885.1	Bordetella pertussis		J332
GCF_004634905.1	Bordetella pertussis		J323
GCF_004634925.1	Bordetella pertussis		J274
GCF_004635085.1	Bordetella pertussis		J269
GCF_004635105.1	Bordetella pertussis		J267
GCF_004635125.1	Bordetella pertussis		J266
GCF_004635145.1	Bordetella pertussis		J264
GCF_004635165.1	Bordetella pertussis		J263
GCF_004635185.1	Bordetella pertussis		J260
GCF_004635205.1	Bordetella pertussis		J259
GCF_004635225.1	Bordetella pertussis		J258
GCF_004635245.1	Bordetella pertussis		J257
GCF_004635265.1	Bordetella pertussis		J256
GCF_004635285.1	Bordetella pertussis		J254
GCF_004635305.1	Bordetella pertussis		J253
GCF_004635325.1	Bordetella pertussis		J252
GCF_004635345.1	Bordetella pertussis		J251
GCF_004635365.1	Bordetella pertussis		J249
GCF_004635385.1	Bordetella pertussis		B228
GCF_004635405.1	Bordetella pertussis		J268
GCF_004635425.1	Bordetella pertussis		J255
GCF_004635445.1	Bordetella pertussis		J250
GCF_004635465.1	Bordetella pertussis		J402
GCF_004635485.1	Bordetella pertussis		J401
GCF_004635505.1	Bordetella pertussis		J392
GCF_004635525.1	Bordetella pertussis		J391
GCF_004635545.1	Bordetella pertussis		J376
GCF_004635565.1	Bordetella pertussis		J370
GCF_004635585.1	Bordetella pertussis		J367
GCF_004635605.1	Bordetella pertussis		J703
GCF_004635625.1	Bordetella pertussis		J700
GCF_004635645.1	Bordetella pertussis		J699
GCF_004635665.1	Bordetella pertussis		J698
GCF_004635705.1	Bordetella pertussis		J695
GCF_004635725.1	Bordetella pertussis		J693
GCF_004635745.1	Bordetella pertussis		J692
GCF_004635765.1	Bordetella pertussis		J690
GCF_004635785.1	Bordetella pertussis		J628
GCF_004635805.1	Bordetella pertussis		J617
GCF_004635825.1	Bordetella pertussis		J614
GCF_004635845.1	Bordetella pertussis		J606
GCF_004635865.1	Bordetella pertussis		J605
GCF_004635885.1	Bordetella pertussis		J604
GCF_004635905.1	Bordetella pertussis		J603
GCF_004635925.1	Bordetella pertussis		J656
GCF_004635945.1	Bordetella pertussis		J616
GCF_004635965.1	Bordetella pertussis		J673
GCF_004635985.1	Bordetella pertussis		J650
GCF_004636005.1	Bordetella pertussis		J632
GCF_004636025.1	Bordetella pertussis		J529
GCF_004636045.1	Bordetella pertussis		J528
GCF_004636065.1	Bordetella pertussis		J527
GCF_004636085.1	Bordetella pertussis		J524
GCF_004636105.1	Bordetella pertussis		J523
GCF_004636125.1	Bordetella pertussis		J522
GCF_004636145.1	Bordetella pertussis		J378
GCF_004636165.1	Bordetella pertussis		J374
GCF_004636185.1	Bordetella pertussis		J368
GCF_004636205.1	Bordetella pertussis		J362
GCF_004636225.1	Bordetella pertussis		J525
GCF_004636245.1	Bordetella pertussis		J424
GCF_004636265.1	Bordetella pertussis		J386
GCF_004636285.1	Bordetella pertussis		A339
GCF_004636305.1	Bordetella pertussis		J526
GCF_004636325.1	Bordetella pertussis		J390
GCF_004636345.1	Bordetella pertussis		J379
GCF_004636365.1	Bordetella pertussis		J375
GCF_004636385.1	Bordetella pertussis		J373
GCF_004636405.1	Bordetella pertussis		J372
GCF_004636425.1	Bordetella pertussis		J369
GCF_004636445.1	Bordetella pertussis		J702
GCF_004636465.1	Bordetella pertussis		J691
GCF_004636485.1	Bordetella pertussis		J687
GCF_004636505.1	Bordetella pertussis		J683
GCF_004636525.1	Bordetella pertussis		J682
GCF_004636545.1	Bordetella pertussis		J680
GCF_004636565.1	Bordetella pertussis		J679
GCF_004636785.1	Bordetella pertussis		J667
GCF_004636805.1	Bordetella pertussis		J662
GCF_004636825.1	Bordetella pertussis		J589
GCF_004636845.1	Bordetella pertussis		J588
GCF_004636865.1	Bordetella pertussis		J582
GCF_004636885.1	Bordetella pertussis		J571
GCF_004636905.1	Bordetella pertussis		J567
GCF_004636925.1	Bordetella pertussis		J549
GCF_004636945.1	Bordetella pertussis		J546
GCF_004636965.1	Bordetella pertussis		J132
GCF_004636985.1	Bordetella pertussis		J130
GCF_004637005.1	Bordetella pertussis		J092
GCF_004637025.1	Bordetella pertussis		J586
GCF_004637045.1	Bordetella pertussis		J233
GCF_004637065.1	Bordetella pertussis		J129
GCF_004637085.1	Bordetella pertussis		J118
GCF_004637105.1	Bordetella pertussis		J303
GCF_004637125.1	Bordetella pertussis		J247
GCF_004637145.1	Bordetella pertussis		J246
GCF_004637165.1	Bordetella pertussis		J205
GCF_004637185.1	Bordetella pertussis		J204
GCF_004637205.1	Bordetella pertussis		J171
GCF_004637225.1	Bordetella pertussis		I182
GCF_004637245.1	Bordetella pertussis		J085
GCF_004637265.1	Bordetella pertussis		J066
GCF_004771055.1	Bordetella pertussis		J262
GCF_008330005.1	Bordetella pertussis		P2013109
GCF_016903095.1	Bordetella pertussis		FDAARGOS_1368
GCF_016903175.1	Bordetella pertussis		FDAARGOS_1369
GCF_016904215.1	Bordetella pertussis		FDAARGOS_1367
GCF_016904355.1	Bordetella pertussis		FDAARGOS_1365
GCF_016904375.1	Bordetella pertussis		FDAARGOS_1366
GCF_017357125.1	Bordetella pertussis		CIDM-BP3
GCF_017357165.1	Bordetella pertussis		CIDM-BP5
GCF_017357205.1	Bordetella pertussis		CIDM-BP2
GCF_900186845.1	Bordetella pertussis		NCTC13666
GCF_900187345.1	Bordetella pertussis		NCTC13667
GCF_900327835.1	Bordetella pertussis		VS366 Bordetella pertussis
GCF_900327845.1	Bordetella pertussis		VS393 Bordetella pertussis
GCF_900327855.1	Bordetella pertussis		VS377 Bordetella pertussis
GCF_900327865.1	Bordetella pertussis		VS401 Bordetella pertussis
GCF_900327875.1	Bordetella pertussis		VS67 Bordetella pertussis
GCF_900465145.1	Bordetella pertussis		BP46 Bordetella pertussis
GCF_900465165.1	Bordetella pertussis		BP82 Bordetella pertussis
GCF_900465175.1	Bordetella pertussis		BP155 Bordetella pertussis
GCF_900465715.1	Bordetella pertussis		BP6384 Bordetella pertussis
GCF_900465735.1	Bordetella pertussis		BP6260 Bordetella pertussis
GCF_900465745.1	Bordetella pertussis		BPK10 Bordetella pertussis
GCF_900465785.1	Bordetella pertussis		BP6242 Bordetella pertussis
GCF_900465795.1	Bordetella pertussis		BP312 Bordetella pertussis
GCF_900465925.1	Bordetella pertussis		BP318 Bordetella pertussis
GCF_900475665.1	Bordetella pertussis		NCTC10910
GCF_901472525.1	Bordetella pertussis		NCTC13251
GCF_004009615.1	Bordetella avium		Owl19
GCF_004009755.1	Bordetella avium		JBBA
GCF_012974605.1	Bordetella avium		SV1
GCF_012974625.1	Bordetella avium		14-4061
GCF_012974645.1	Bordetella avium		Ba002
GCF_000742955.1	Brucella anthropi		OAB
GCF_009017375.1	Brucella anthropi		T16R-87
GCF_015326295.1	Brucella anthropi		PBO
GCF_016128015.1	Brucella anthropi		FDAARGOS_1039
GCF_002735945.1	Chromobacterium violaceum		CV1192
GCF_002735965.1	Chromobacterium violaceum		CV1197
GCF_012273555.1	Chromobacterium violaceum		FDAARGOS_635
GCF_016888985.1	Chromobacterium violaceum		FDAARGOS_1274
GCF_016890085.1	Chromobacterium violaceum		FDAARGOS_1273
GCF_004194535.1	Iodobacter fluviatilis		PCH194
GCF_003990355.1	Eikenella corrodens		KCOM 3110
GCF_900187105.1	Eikenella corrodens		NCTC10596
GCF_004168325.2	Zymomonas mobilis		ER79ag
GCF_004168345.2	Zymomonas mobilis		ZM4*
GCF_002208985.1	Citrobacter koseri		FDAARGOS_287
GCF_002393245.1	Citrobacter koseri		FDAARGOS_393
GCF_002947035.1	Citrobacter koseri		AR_0025
GCF_002947675.1	Citrobacter koseri		AR_0024
GCF_003812405.1	Citrobacter koseri		FDAARGOS_530
GCF_008693945.1	Citrobacter koseri		FDAARGOS_646
GCF_012955585.1	Citrobacter koseri		SCAID URN1-2019
GCF_014333315.1	Citrobacter koseri		UCICRE-127
GCF_014679775.1	Citrobacter koseri		MPUCK001
GCF_016128275.1	Citrobacter koseri		FDAARGOS_1029
GCF_018502305.1	Citrobacter koseri		Colony389
GCF_000783755.2	Citrobacter freundii		FDAARGOS_73
GCF_000783995.2	Citrobacter freundii		FDAARGOS_61
GCF_001022155.1	Citrobacter freundii		CAV1321
GCF_001022275.1	Citrobacter freundii		CAV1741
GCF_001702455.1	Citrobacter freundii		B38
GCF_001718055.1	Citrobacter freundii		SL151
GCF_001922445.1	Citrobacter freundii		BD
GCF_002211705.1	Citrobacter freundii		705SK3
GCF_002215385.1	Citrobacter freundii		18-1
GCF_002786865.1	Citrobacter freundii		CRCB-101
GCF_002796485.1	Citrobacter freundii		AR_0021
GCF_002796505.1	Citrobacter freundii		AR_0022
GCF_002946635.1	Citrobacter freundii		AR_0023
GCF_003019835.1	Citrobacter freundii		B9-C2
GCF_003571565.1	Citrobacter freundii		AR_0116
GCF_003665535.1	Citrobacter freundii		UMH19
GCF_003665595.1	Citrobacter freundii		UMH15
GCF_003665615.1	Citrobacter freundii		UMH14
GCF_003665635.1	Citrobacter freundii		UMH13
GCF_003665655.1	Citrobacter freundii		HM38
GCF_003665675.1	Citrobacter freundii		UMH16
GCF_003812325.1	Citrobacter freundii		FDAARGOS_550
GCF_003812345.1	Citrobacter freundii		FDAARGOS_549
GCF_004103775.1	Citrobacter freundii		R17
GCF_004344985.1	Citrobacter freundii		CAV1857
GCF_004792475.1	Citrobacter freundii		Upstream_1
GCF_005960425.1	Citrobacter freundii		R47
GCF_008931485.1	Citrobacter freundii		C50
GCF_008931505.1	Citrobacter freundii		E33
GCF_008931625.1	Citrobacter freundii		E11
GCF_008931685.1	Citrobacter freundii		E51
GCF_009664025.1	Citrobacter freundii		154
GCF_009664045.1	Citrobacter freundii		565
GCF_009664065.1	Citrobacter freundii		680
GCF_009856695.1	Citrobacter freundii		LDL3-3
GCF_009857035.1	Citrobacter freundii		L75
GCF_010365585.1	Citrobacter freundii		62
GCF_012955545.1	Citrobacter freundii		SCAID PHRX1-2019
GCF_013085885.1	Citrobacter freundii		CitB
GCF_013371705.1	Citrobacter freundii		ZY198
GCF_013389635.1	Citrobacter freundii		M92
GCF_013390245.1	Citrobacter freundii		111
GCF_013589875.1	Citrobacter freundii		RHBSTW-00110
GCF_013590555.1	Citrobacter freundii		RHBSTW-00084
GCF_013604545.1	Citrobacter freundii		RHBSTW-00862
GCF_013612875.1	Citrobacter freundii		RHBSTW-00398
GCF_013614655.1	Citrobacter freundii		RHBSTW-00200
GCF_013705425.1	Citrobacter freundii		RHBSTW-00488
GCF_013706575.1	Citrobacter freundii		RHBSTW-00269
GCF_013707835.1	Citrobacter freundii		RHBSTW-00153
GCF_013724765.1	Citrobacter freundii		RHBSTW-00965
GCF_013724985.1	Citrobacter freundii		RHBSTW-00968
GCF_013725165.1	Citrobacter freundii		RHBSTW-00942
GCF_013725595.1	Citrobacter freundii		RHBSTW-00935
GCF_013726215.1	Citrobacter freundii		RHBSTW-00923
GCF_013726615.1	Citrobacter freundii		RHBSTW-00915
GCF_013727455.1	Citrobacter freundii		RHBSTW-00902
GCF_013729995.1	Citrobacter freundii		RHBSTW-00858
GCF_013730455.1	Citrobacter freundii		RHBSTW-00857
GCF_013731955.1	Citrobacter freundii		RHBSTW-00830
GCF_013738135.1	Citrobacter freundii		RHBSTW-00355
GCF_013738635.1	Citrobacter freundii		RHBSTW-00697
GCF_013739375.1	Citrobacter freundii		RHBSTW-00658
GCF_013740875.1	Citrobacter freundii		RHBSTW-00444
GCF_013741395.1	Citrobacter freundii		RHBSTW-00370
GCF_013743055.1	Citrobacter freundii		RHBSTW-00302
GCF_013745755.1	Citrobacter freundii		RHBSTW-00714
GCF_013748235.1	Citrobacter freundii		RHBSTW-00486
GCF_013748855.1	Citrobacter freundii		RHBSTW-00449
GCF_013749535.1	Citrobacter freundii		RHBSTW-00435
GCF_013751655.1	Citrobacter freundii		RHBSTW-00350
GCF_013751895.1	Citrobacter freundii		RHBSTW-00342
GCF_013781965.1	Citrobacter freundii		RHBSTW-01016
GCF_013782845.1	Citrobacter freundii		RHBSTW-00985
GCF_013784225.1	Citrobacter freundii		RHBSTW-00589
GCF_013784645.1	Citrobacter freundii		RHBSTW-00502
GCF_013785085.1	Citrobacter freundii		RHBSTW-00477
GCF_013785525.1	Citrobacter freundii		RHBSTW-00408
GCF_013786025.1	Citrobacter freundii		RHBSTW-00334
GCF_013786145.1	Citrobacter freundii		RHBSTW-00310
GCF_013786205.1	Citrobacter freundii		RHBSTW-00267
GCF_013786565.1	Citrobacter freundii		RHBSTW-00214
GCF_013790265.1	Citrobacter freundii		RHBSTW-00162
GCF_013791065.1	Citrobacter freundii		RHBSTW-00135
GCF_013791615.1	Citrobacter freundii		RHBSTW-00126
GCF_013792125.1	Citrobacter freundii		RHBSTW-00120
GCF_013792365.1	Citrobacter freundii		RHBSTW-00119
GCF_013798115.1	Citrobacter freundii		RHBSTW-00011
GCF_013798355.1	Citrobacter freundii		RHBSTW-00006
GCF_013801705.1	Citrobacter freundii		RHB41-C16
GCF_013815045.1	Citrobacter freundii		RHB36-C06
GCF_013816335.1	Citrobacter freundii		RHB35-C22
GCF_013816655.1	Citrobacter freundii		RHB35-C18
GCF_013821695.1	Citrobacter freundii		RHB31-C16
GCF_013826265.1	Citrobacter freundii		RHB30-C04
GCF_013826505.1	Citrobacter freundii		RHB30-C03
GCF_013828645.1	Citrobacter freundii		RHB29-C07
GCF_013874155.1	Citrobacter freundii		CIFR51929
GCF_013882995.1	Citrobacter freundii		RHB24-C05
GCF_013883595.1	Citrobacter freundii		RHB24-C03
GCF_013899035.1	Citrobacter freundii		RHB14-C12
GCF_013899325.1	Citrobacter freundii		RHB12-C20
GCF_013899365.1	Citrobacter freundii		RHB12-C19
GCF_013899385.1	Citrobacter freundii		RHB12-C18
GCF_013899405.1	Citrobacter freundii		RHB12-C12
GCF_013899425.1	Citrobacter freundii		RHB12-C05
GCF_013925325.1	Citrobacter freundii		RHBSTW-00880
GCF_014169975.1	Citrobacter freundii		IDR1900015725-01-02
GCF_014170055.1	Citrobacter freundii		IDR1800045912-01-00
GCF_014189285.1	Citrobacter freundii		N18-04128
GCF_014189355.1	Citrobacter freundii		N18-04078
GCF_014189375.1	Citrobacter freundii		N18-04085
GCF_014337275.1	Citrobacter freundii		MGH279
GCF_014337295.1	Citrobacter freundii		MGH283
GCF_014337315.1	Citrobacter freundii		MGH281C
GCF_014337335.1	Citrobacter freundii		MGH281
GCF_014725915.1	Citrobacter freundii		N16-03880
GCF_015910405.1	Citrobacter freundii		Cfr-13
GCF_016939595.1	Citrobacter freundii		CF48846
GCF_016939615.1	Citrobacter freundii		CF49969
GCF_016939655.1	Citrobacter freundii		CF50935
GCF_017086505.1	Citrobacter freundii		zone4
GCF_900520335.1	Citrobacter freundii		Citrobacter freundii str. E2614
GCF_900520375.1	Citrobacter freundii		Citrobacter freundii str. U2785
GCF_902387635.1	Citrobacter freundii		MGYG-HGUT-02495
GCF_904425445.1	Citrobacter freundii		PSV
GCF_904859905.1	Citrobacter freundii		MSB1_1H-sc-2280393
GCF_001021995.1	Klebsiella aerogenes		CAV1320
GCF_001559215.2	Klebsiella aerogenes		FDAARGOS_152
GCF_001571545.2	Klebsiella aerogenes		G7
GCF_001593585.2	Klebsiella aerogenes		FDAARGOS_139
GCF_002591115.1	Klebsiella aerogenes		FDAARGOS_363
GCF_002796405.1	Klebsiella aerogenes		AR_0018
GCF_002796425.1	Klebsiella aerogenes		AR_0007
GCF_002796525.1	Klebsiella aerogenes		AR_0009
GCF_002948835.2	Klebsiella aerogenes		AR_0062
GCF_003546885.1	Klebsiella aerogenes		FDAARGOS_327
GCF_003812185.1	Klebsiella aerogenes		FDAARGOS_513
GCF_006874725.1	Klebsiella aerogenes		LU2
GCF_007632255.1	Klebsiella aerogenes		Ka37751
GCF_008693885.1	Klebsiella aerogenes		FDAARGOS_641
GCF_008727695.1	Klebsiella aerogenes		KA_P10_L5_03.19
GCF_008931665.1	Klebsiella aerogenes		C9
GCF_009732795.1	Klebsiella aerogenes		Y6
GCF_009732815.1	Klebsiella aerogenes		Y3
GCF_009732835.1	Klebsiella aerogenes		Y1
GCF_009909445.1	Klebsiella aerogenes		HNHF1
GCF_010509815.1	Klebsiella aerogenes		AUH-KAM-9
GCF_011067245.1	Klebsiella aerogenes		18-2341
GCF_011604725.1	Klebsiella aerogenes		035
GCF_013727635.1	Klebsiella aerogenes		RHBSTW-00898
GCF_013925105.1	Klebsiella aerogenes		RHBSTW-00938
GCF_014169215.1	Klebsiella aerogenes		WP5-W18-CRE-01
GCF_014333355.1	Klebsiella aerogenes		MGH232
GCF_016939495.1	Klebsiella aerogenes		EA46506
GCF_017742775.1	Klebsiella aerogenes		G3_AM
GCF_018278705.1	Klebsiella aerogenes		Ka30434
GCF_900636315.1	Klebsiella aerogenes		NCTC9644
GCF_900637945.1	Klebsiella aerogenes		NCTC9735
GCF_902164615.1	Klebsiella aerogenes		4928STDY7071344
GCF_904863085.1	Klebsiella aerogenes		MINF_10B-sc-2280448
GCF_001709315.1	Pantoea agglomerans		C410P1
GCF_003704305.1	Pantoea agglomerans		TH81
GCF_003860325.1	Pantoea agglomerans		L15
GCF_004117135.1	Pantoea agglomerans		CFSAN047154
GCF_004136415.1	Pantoea agglomerans		CFSAN047153
GCF_009762725.1	Pantoea agglomerans		ASB05
GCF_010523255.1	Pantoea agglomerans		UAEU18
GCF_017474165.1	Pantoea agglomerans		AR1a
GCF_000770155.1	Enterobacter cloacae		GGT036
GCF_001562175.1	Enterobacter cloacae		MBRL1077
GCF_001708345.1	Enterobacter cloacae		SBP-8
GCF_002197345.1	Enterobacter cloacae		A1137
GCF_002303275.1	Enterobacter cloacae		M12X01451
GCF_002982195.1	Enterobacter cloacae		PIMB10EC27
GCF_003031445.1	Enterobacter cloacae		109
GCF_003031755.1	Enterobacter cloacae		174
GCF_003719615.1	Enterobacter cloacae		E3442
GCF_004135955.1	Enterobacter cloacae		339389L
GCF_004151605.1	Enterobacter cloacae		EN3600
GCF_004193715.1	Enterobacter cloacae		CZ-1
GCF_004801515.1	Enterobacter cloacae		Effluent_3
GCF_004801535.1	Enterobacter cloacae		Effluent_2
GCF_004801595.1	Enterobacter cloacae		Effluent_4
GCF_009707405.1	Enterobacter cloacae		CBG15936
GCF_012974405.1	Enterobacter cloacae		3849
GCF_013375935.1	Enterobacter cloacae		DSM 26481
GCF_013376815.1	Enterobacter cloacae		DSM 30054
GCF_013376835.1	Enterobacter cloacae		D41-sc-1712200
GCF_014169295.1	Enterobacter cloacae		WP5-S18-CRE-02
GCF_014169315.1	Enterobacter cloacae		WP5-S18-ESBL-01
GCF_014169635.1	Enterobacter cloacae		WP8-W18-CRE-04
GCF_014169815.1	Enterobacter cloacae		WP8-W19-CRE-02
GCF_015138375.1	Enterobacter cloacae		STN0717-73
GCF_016864075.1	Enterobacter cloacae		88701
GCF_016864095.1	Enterobacter cloacae		99101
GCF_016864115.1	Enterobacter cloacae		14240244101
GCF_018140965.1	Enterobacter cloacae		CZ862
GCF_002803865.1	Erwinia amylovora		E-2
GCF_012980765.1	Erwinia amylovora		FB-20
GCF_012980785.1	Erwinia amylovora		FB-86
GCF_012980805.1	Erwinia amylovora		FB-307
GCF_012980825.1	Erwinia amylovora		TS3238
GCF_012980845.1	Erwinia amylovora		FB-207
GCF_013375015.1	Erwinia amylovora		TS3128
GCF_015650045.1	Erwinia amylovora		Ea1/79Sm
GCF_016446415.1	Erwinia amylovora		Ea1189
GCF_017161545.1	Erwinia amylovora		17-2187
GCF_017161565.1	Erwinia amylovora		ATCC 15580
GCF_001543055.1	Pantoea ananatis		R100
GCF_002224585.2	Pantoea ananatis		YJ76
GCF_002952035.2	Pantoea ananatis		PNA 97-1R
GCF_003184965.2	Pantoea ananatis		SGAir0210
GCF_004028255.1	Pantoea ananatis		NN08200
GCF_013364135.1	Pantoea ananatis		FDAARGOS_680
GCF_016598655.1	Pantoea ananatis		LCFJ-001
GCF_017474015.1	Pantoea ananatis		OC5a
GCF_013488025.1	Pectobacterium carotovorum		WPP14
GCF_016415585.1	Pectobacterium carotovorum		2A
GCF_016864995.1	Pectobacterium carotovorum		XP-13
GCF_007833835.1	Pectobacterium carotovorum	carotovorum	67
GCF_009931195.1	Pectobacterium carotovorum	carotovorum	BP201601.1
GCF_009931215.1	Pectobacterium carotovorum	carotovorum	JR1.1
GCF_000597845.1	Escherichia coli		ST540
GCF_000599625.1	Escherichia coli		ST540
GCF_000599645.1	Escherichia coli		ST540
GCF_000599665.1	Escherichia coli		ST2747
GCF_000599685.1	Escherichia coli		ST2747
GCF_000599705.1	Escherichia coli		ST2747
GCF_000784925.1	Escherichia coli		ECONIH1
GCF_000801165.1	Escherichia coli		RM9387
GCF_000801185.2	Escherichia coli		94-3024
GCF_000814145.2	Escherichia coli		6409
GCF_000819645.1	Escherichia coli		789
GCF_000830035.1	Escherichia coli		C41(DE3)
GCF_000833145.1	Escherichia coli		BL21 (TaKaRa)
GCF_000833635.2	Escherichia coli		USML2
GCF_000931565.1	Escherichia coli		MNCRE44
GCF_000952955.1	Escherichia coli		K-12 substr. RV308
GCF_000953515.1	Escherichia coli		K-12 substr. HMS174
GCF_000967155.2	Escherichia coli		HUSEC2011
GCF_000971615.1	Escherichia coli		CI5
GCF_000987875.1	Escherichia coli		SEC470
GCF_000988355.1	Escherichia coli		SQ37
GCF_000988385.1	Escherichia coli		SQ88
GCF_000988425.1	Escherichia coli		SQ110
GCF_000988465.1	Escherichia coli		SQ2203
GCF_001007915.1	Escherichia coli		CFSAN029787
GCF_001021595.1	Escherichia coli		O18
GCF_001039415.1	Escherichia coli		C43(DE3)
GCF_001043215.1	Escherichia coli		NCM3722 K-12
GCF_001183645.1	Escherichia coli		DH1Ec095
GCF_001183665.1	Escherichia coli		DH1Ec104
GCF_001183685.1	Escherichia coli		DH1Ec169
GCF_001276585.2	Escherichia coli		RR1
GCF_001280325.1	Escherichia coli		SF-088
GCF_001280345.1	Escherichia coli		SF-468
GCF_001280385.1	Escherichia coli		SF-166
GCF_001280405.1	Escherichia coli		SF-173
GCF_001308125.1	Escherichia coli		K-12 substr. MG1655_TMP32XR1
GCF_001308165.1	Escherichia coli		K-12 substr. MG1655_TMP32XR2
GCF_001405275.1	Escherichia coli		MC1061
GCF_001420935.1	Escherichia coli		2012C-4227
GCF_001420955.1	Escherichia coli		2009C-3133
GCF_001442495.1	Escherichia coli		YD786
GCF_001455405.1	Escherichia coli		RS76
GCF_001469815.1	Escherichia coli		uk_P46212
GCF_001485455.1	Escherichia coli		ST648 Pleural Effusion of Patients with Empyema Thoracis
GCF_001513615.1	Escherichia coli		CD306
GCF_001513635.1	Escherichia coli		JJ2434
GCF_001515725.1	Escherichia coli		ACN002
GCF_001542545.1	Escherichia coli		PPECC42
GCF_001563715.2	Escherichia coli		FDAARGOS_95
GCF_001566615.1	Escherichia coli		SaT040
GCF_001566635.1	Escherichia coli		G749
GCF_001566675.1	Escherichia coli		ZH193
GCF_001577325.1	Escherichia coli		ZH063
GCF_001612475.1	Escherichia coli		28RC1
GCF_001612495.1	Escherichia coli		SRCC 1675
GCF_001617565.1	Escherichia coli		Ecol_732
GCF_001618325.1	Escherichia coli		Ecol_743
GCF_001618345.2	Escherichia coli		Ecol_745
GCF_001618365.1	Escherichia coli		Ecol_448
GCF_001644725.1	Escherichia coli		2011C-3911
GCF_001644745.1	Escherichia coli		2013C-4465
GCF_001645235.2	Escherichia coli		2011C-4315
GCF_001660565.1	Escherichia coli		S51
GCF_001660585.1	Escherichia coli		NGF1
GCF_001663075.1	Escherichia coli		ER1821R
GCF_001663475.1	Escherichia coli		Eco889
GCF_001675145.1	Escherichia coli		ECONIH2
GCF_001677475.2	Escherichia coli		06-00048 CFSAN004178
GCF_001677495.1	Escherichia coli		09-00049
GCF_001677515.1	Escherichia coli		08-00022
GCF_001678925.1	Escherichia coli		H1827/12
GCF_001678965.1	Escherichia coli		GB089
GCF_001679985.1	Escherichia coli		210205630
GCF_001682305.2	Escherichia coli		EC590
GCF_001683435.1	Escherichia coli		K-15KW01
GCF_001693315.1	Escherichia coli		UPEC 26-1
GCF_001693635.1	Escherichia coli		O177:H21
GCF_001705405.1	Escherichia coli		EDL933-1
GCF_001721125.1	Escherichia coli		FORC_028
GCF_001721225.1	Escherichia coli		CFSAN004176
GCF_001721525.1	Escherichia coli		MS6198
GCF_001723505.1	Escherichia coli		K-12 NEB 5-alpha
GCF_001735705.1	Escherichia coli		210221272
GCF_001750845.1	Escherichia coli		FORC_031
GCF_001806265.1	Escherichia coli		NADC 5570/86-24/6565 mutant
GCF_001806285.1	Escherichia coli		NADC 5570/86-24/6564 wild type
GCF_001860505.1	Escherichia coli		Y5
GCF_001865295.1	Escherichia coli		PA20
GCF_001886535.1	Escherichia coli		MRSN352231
GCF_001886555.1	Escherichia coli		MRSN346638
GCF_001886575.1	Escherichia coli		MRSN346355
GCF_001886755.1	Escherichia coli		MRSN346595
GCF_001886895.1	Escherichia coli		FORC_029
GCF_001886935.1	Escherichia coli		FORC_041
GCF_001888075.1	Escherichia coli		FMU073332
GCF_001890205.1	Escherichia coli		155
GCF_001890225.1	Escherichia coli		272
GCF_001890245.1	Escherichia coli		472
GCF_001890265.1	Escherichia coli		350
GCF_001890285.2	Escherichia coli		9000
GCF_001890305.1	Escherichia coli		7784
GCF_001890325.1	Escherichia coli		319
GCF_001890345.1	Escherichia coli		10671
GCF_001890365.1	Escherichia coli		MRSN346647
GCF_001900295.1	Escherichia coli		C1
GCF_001900315.1	Escherichia coli		C4
GCF_001900335.1	Escherichia coli		C10
GCF_001900355.1	Escherichia coli		C11
GCF_001900375.1	Escherichia coli		D7
GCF_001900395.1	Escherichia coli		D8
GCF_001900415.1	Escherichia coli		H5
GCF_001900435.1	Escherichia coli		H6
